,Ano de exibição,Título da obra,Gênero,País(es) produtor(es) da obra,Nacionalidade da obra,Empresa distribuidora,Origem da empresa distribuidora,Público no ano de exibição,Renda (R$) no ano de exibição
6849,2009,Nathalie,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,97.0,436.0
6851,2009,Nem por Cima do meu Cadáver,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,241.0,1855.0
6852,2009,Ninho Vazio,Ficção,Argentina,Estrangeira,Imovision,Distribuição Nacional,36526.0,314414.22
6853,2009,No meu Lugar,Ficção,Brasil,Brasileira,Downtown/Videofilmes,Distribuição Nacional,4119.0,25713.36
6854,2009,Noites de Tormenta,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,225.0,1524.0
6855,2009,Noivas em Guerra,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,443250.0,3730047.0
6856,2009,Nome Próprio,Ficção,Brasil,Brasileira,Downtown,Distribuição Nacional,19.0,120.0
6857,2009,Nossa Vida não Cabe num Opala,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,442.0,1340.0
6858,2009,"Nova York, Eu te Amo",Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,34849.0,417270.75
6859,2009,Novidades no Amor,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,206078.0,1818255.49
6860,2009,Novo Século Americano,Documentário,Itália,Estrangeira,Moviemobz,Distribuição Nacional,1571.0,14053.0
6861,2009,Nzinga,Documentário,Brasil,Brasileira,RioFilme,Distribuição Nacional,10.0,33.0
6862,2009,Não Estou Lá,Ficção,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,140.0,689.5
6863,2009,O Aborto dos Outros,Documentário,Brasil,Brasileira,Califórnia,Distribuição Nacional,265.0,1281.0
6864,2009,O Amor em Cinco Tempos,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,11.0,55.0
6865,2009,O Amor Pede Passagem,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,62921.0,576485.65
6866,2009,O Balão Vermelho,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,713.0,3264.5
6867,2009,O Banheiro do Papa,Ficção,"Brasil, França, Uruguai",Brasileira,Imovision,Distribuição Nacional,30.0,190.0
6868,2009,O Casamento de Rachel,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,76120.0,767241.0
6869,2009,O Cavaleiro Didi e a Princesa Lili,Ficção,Brasil,Brasileira,Sony,Distribuição Internacional,2548.0,7644.0
6870,2009,O Caçador,Ficção,Coréia do Sul,Estrangeira,Imovision,Distribuição Nacional,2873.0,27661.3
6871,2009,O Contador de Histórias,Ficção,Brasil,Brasileira,Warner,Distribuição Internacional,151731.0,1117232.0
6872,2009,O Corajoso Ratinho Despereaux,Animação,"Estados Unidos, Reino Unido",Estrangeira,Universal,Distribuição Internacional,249227.0,1846456.0
6873,2009,O Coronel e o Lobisomem,Ficção,Brasil,Brasileira,Fox,Distribuição Internacional,140.0,700.0
6874,2009,O Curioso Caso de Benjamin Button,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,2083246.0,18691102.0
6875,2009,O Desinformante,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,77732.0,824144.0
6876,2009,O Dia em que a Terra Parou,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,1458321.0,12062074.0
6877,2009,O Diário de Sintra,Documentário,Brasil,Brasileira,Moviemobz/RioFilme,Distribuição Nacional,529.0,4986.0
6878,2009,O Equilibrista,Documentário,"Estados Unidos, Reino Unido",Estrangeira,Califórnia,Distribuição Nacional,8757.0,76258.5
6879,2009,O Escafandro e a Borboleta,Ficção,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,57.0,389.0
6880,2009,O Exterminador do Futuro: A Salvação,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,1385608.0,12262255.25
6881,2009,O Fantástico Senhor Raposo,Animação,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,9810.0,82379.0
6882,2009,O Fim da Picada,Ficção,Brasil,Brasileira,Cinegrama,Distribuição Nacional,907.0,4717.5
6883,2009,O Fundo do Mar,Ficção,Argentina,Estrangeira,Panda Filmes,Distribuição Nacional,178.0,987.4
6884,2009,O Golfinho - A História de um Sonhador,Animação,Peru,Estrangeira,Fox,Distribuição Internacional,67811.0,504852.0
6885,2009,O Grilo Feliz e os Insetos Gigantes,Animação,Brasil,Brasileira,Fox,Distribuição Internacional,361030.0,1915058.0
6886,2009,O Grupo Baader Meinhof,Ficção,Alemanha,Estrangeira,Imagem,Distribuição Nacional,16796.0,168787.95
6887,2009,O Guerreiro Didi e a Ninja Lili,Ficção,Brasil,Brasileira,Sony,Distribuição Internacional,7337.0,22015.05
6888,2009,O Guerreiro Genghis Khan,Ficção,"Alemanha, Cazaquistão, Rússia",Estrangeira,Europa,Distribuição Nacional,29379.0,255029.73
6889,2009,O Leitor,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,406619.0,3782784.92
6890,2009,O Lutador,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,111787.0,1047260.94
6891,2009,O Menino da Porteira,Ficção,Brasil,Brasileira,Sony,Distribuição Internacional,666625.0,4559799.0
6892,2009,O Menino do Pijama Listrado,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Sony,Distribuição Internacional,33751.0,272790.0
6893,2009,O Milagre de Santa Luzia,Documentário,Brasil,Brasileira,Miração Filmes,Distribuição Nacional,6026.0,41827.75
6894,2009,O Mistério do Samba,Documentário,Brasil,Brasileira,Videofilmes,Distribuição Nacional,448.0,1090.0
6895,2009,O mundo imaginário do Dr. Parnassus,Ficção,França,Estrangeira,Sony,Distribuição Internacional,404.0,3843.0
6896,2009,O Nevoeiro,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,27.0,84.5
6897,2009,O nome dela é Sabine,Documentário,França,Estrangeira,Filmes do Estação,Distribuição Nacional,6577.0,57273.96
6898,2009,O Poder do Soul,Documentário,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,196.0,1928.0
6899,2009,O Retorno,Documentário,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,215.0,1649.0
6900,2009,O Sabor da Melancia,Ficção,China,Estrangeira,Imovision,Distribuição Nacional,22.0,125.0
6901,2009,O Sal da Terra (2008),Ficção,Brasil,Brasileira,Labovideo Produções Artísticas,Distribuição Nacional,706.0,3862.0
6902,2009,O Segredo do Grão,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,2231.0,12753.2
6903,2009,O Sequestro do Metrô 123,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,860582.0,7958011.0
6904,2009,O Signo da Cidade,Ficção,Brasil,Brasileira,Europa,Distribuição Nacional,50.0,228.5
6905,2009,O Silêncio de Lorna,Ficção,Bélgica,Estrangeira,Imovision,Distribuição Nacional,4165.0,36455.0
6906,2009,O Sinal,Ficção,Argentina,Estrangeira,Sony,Distribuição Internacional,142.0,629.0
6907,2009,O Solista,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,46477.0,426407.0
6908,2009,O Tempo que Resta,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,35.0,225.0
6909,2009,O Traidor,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,649.0,4280.0
6910,2009,O Visitante,Ficção,Estados Unidos,Estrangeira,Moviemobz,Distribuição Nacional,26070.0,245078.25
6911,2009,O Último Mitterrand,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,116.0,545.0
6912,2009,Olho de Boi,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,1340.0,1633.21
6913,2009,Onde Andará Dulce Veiga?,Ficção,Brasil,Brasileira,Califórnia,Distribuição Nacional,282.0,927.5
6914,2009,Onde os Fracos não Têm Vez,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,185.0,1004.0
6915,2009,Operação Valquíria,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,1144728.0,9946310.0
6916,2009,Orquestra dos Meninos,Ficção,Brasil,Brasileira,Paramount,Distribuição Internacional,21192.0,65107.0
6917,2009,Os Contos de Canterbury,Ficção,Itália,Estrangeira,Pandora Filmes,Distribuição Nacional,5026.0,29614.0
6918,2009,Os Desafinados,Ficção,Brasil,Brasileira,Downtown,Distribuição Nacional,249.0,481.5
6919,2009,Os Estranhos,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,2750.0,15394.0
6920,2009,Os Falsários,Ficção,"Alemanha, Áustria",Estrangeira,Europa,Distribuição Nacional,54665.0,516789.07
6921,2009,Os famosos e os duendes da morte,Ficção,Brasil,Brasileira,Warner,Distribuição Internacional,581.0,2740.0
6922,2009,Os Fantasmas de Scrooge,Animação,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,446866.0,5368057.0
6923,2009,Os Mosconautas no Mundo da Lua,Animação,"Bélgica, Estados Unidos",Estrangeira,Playarte,Distribuição Nacional,553.0,2504.5
6924,2009,Os Normais 2,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,2202640.0,18978259.88
6925,2009,Os Porralokinhas,Ficção,Brasil,Brasileira,Universal,Distribuição Internacional,2699.0,8277.0
6926,2009,Otávio e as Letras,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,25.0,175.0
6927,2009,Ouro Negro,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,525.0,4115.1
6928,2009,Pacto Secreto,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,74876.0,584753.31
6929,2009,Pagando Bem que Mal Tem?,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,206277.0,1688575.44
6930,2009,Palavra (En)Cantada,Documentário,Brasil,Brasileira,Filmes do Estação,Distribuição Nacional,32464.0,261289.89
6931,2009,Pan-Cinema Permanente,Documentário,Brasil,Brasileira,Já Filmes,Distribuição Nacional,1613.0,7200.5
6932,2009,Paranoid Park,Ficção,Estados Unidos,Estrangeira,Imovision,Distribuição Nacional,220.0,1077.0
6933,2009,Paris,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,59145.0,537852.5
6934,2009,Partir,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,7568.0,79201.5
6935,2009,Partículas Elementares,Ficção,Alemanha,Estrangeira,Pandora Filmes,Distribuição Nacional,125.0,550.5
6936,2009,Passageiros,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,120241.0,1003160.8
6937,2009,Patativa do Assaré - Ave Poesia,Documentário,Brasil,Brasileira,Sereia Filmes,Distribuição Nacional,2650.0,15022.15
6938,2009,Paulo Gracindo - O Bem amado,Documentário,Brasil,Brasileira,Filmes do Estação,Distribuição Nacional,8968.0,75275.3
6939,2009,Pequenas Histórias,Ficção,Brasil,Brasileira,Filmes do Estação,Distribuição Nacional,65.0,118.5
6940,2009,Pequenos Invasores,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,152073.0,1117283.0
6941,2009,Perdido pra Cachorro,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,160984.0,1217970.0
6942,2009,Perigo em Bangkok,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,288.0,1893.0
6943,2009,Personal Che,Documentário,Estados Unidos,Estrangeira,Filmes do Estação,Distribuição Nacional,29.0,234.0
6944,2009,Persépolis,Animação,França,Estrangeira,Europa,Distribuição Nacional,904.0,3529.58
6945,2009,Pintar ou Fazer Amor,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,85.0,453.5
6946,2009,Planeta 51,Animação,"Espanha, Reino Unido",Estrangeira,Imagem,Distribuição Nacional,526420.0,3807245.16
6947,2009,"Polícia, Adjetivo",Ficção,Romênia,Estrangeira,Imovision,Distribuição Nacional,2217.0,21728.5
6948,2009,Por Amor,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,39348.0,349158.54
6949,2009,Praça Saens Peña,Ficção,Brasil,Brasileira,Moviemobz/RioFilme,Distribuição Nacional,3196.0,30066.55
6950,2009,Presságio,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,943863.0,8479764.59
6951,2009,Preto e Branco,Documentário,Brasil,Brasileira,Já Filmes,Distribuição Nacional,67.0,256.0
6952,2009,Pretérito Perfeito,Documentário,Brasil,Brasileira,Pipa Produções,Distribuição Nacional,41.0,240.0
6953,2009,Procedimento Operacional Padrão,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,446.0,3115.5
6954,2009,Promessas de um Cara de Pau,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,71.0,278.0
6955,2009,Quando Estou Amando,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,2143.0,11435.46
6956,2009,Quando Você Viu Seu Pai pela Última Vez?,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,1902.0,12945.0
6957,2009,Quanto Dura o Amor?,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,8405.0,66927.53
6958,2009,Quarentena,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,111691.0,911555.0
6959,2009,Quase Irmãos,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,702.0,4484.0
6960,2009,Que Fiz Eu para Merecer Isso?,Ficção,Espanha,Estrangeira,Pandora Filmes,Distribuição Nacional,652.0,4121.0
6961,2009,Queime Depois de Ler,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,64539.0,515841.0
6962,2009,Quem Disse que é Fácil?,Ficção,Argentina,Estrangeira,Pandora Filmes,Distribuição Nacional,1334.0,5556.92
6963,2009,Quem Quer Ser um Milionário?,Ficção,Inglaterra,Estrangeira,Europa,Distribuição Nacional,1379657.0,12860242.05
6964,2009,Quero,Ficção,Brasil,Brasileira,Downtown,Distribuição Nacional,5.0,30.0
6965,2009,Ratatouille,Animação,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,230.0,2300.0
6966,2009,"Rebobine, por Favor",Ficção,"Estados Unidos, Reino Unido",Estrangeira,Europa,Distribuição Nacional,26503.0,220960.94
6967,2009,Rec,Ficção,Espanha,Estrangeira,Califórnia,Distribuição Nacional,959.0,5201.0
6968,2009,Recém Chegada,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,108933.0,1030786.77
6969,2009,Rede de Mentiras,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,23187.0,159642.0
6970,2009,Rindo a Toa,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,5884.0,56821.67
6971,2009,Rio Congelado,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,13184.0,106261.0
6972,2009,Rocknrolla - A Grande Roubada,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,137.0,1037.0
6973,2009,Romance,Ficção,Brasil,Brasileira,Sony,Distribuição Internacional,11803.0,53502.0
6974,2009,Romance do Vaqueiro Voador,Documentário,Brasil,Brasileira,Polifilmes,Distribuição Nacional,15.0,98.0
6975,2009,Romeu: O Vira-Lata Atrapalhado,Animação,Índia,Estrangeira,Paris,Distribuição Nacional,77000.0,452436.54
6976,2009,Rumba,Ficção,França,Estrangeira,Filmes do Estação,Distribuição Nacional,21854.0,194805.26
6977,2009,Salve Geral,Ficção,Brasil,Brasileira,Sony/Downtown,Codistribuição Internacional-Nacional,316077.0,2640159.02
6978,2009,Sangue Negro,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,44.0,101.0
6980,2009,"Se beber, não case!",Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,1764821.0,15758293.0
6981,2009,Se Eu Fosse Você 2,Ficção,Brasil,Brasileira,Fox,Distribuição Internacional,5786844.0,47622137.0
6982,2009,Se Nada Mais Der Certo,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,12681.0,101066.36
6983,2009,Segredos Íntimos,Ficção,Israel,Estrangeira,Paris,Distribuição Nacional,14084.0,135520.2
6984,2009,Sem Fio,Ficção,Brasil,Brasileira,Panda Filmes,Distribuição Nacional,248.0,1560.0
6985,2009,Sempre ao Seu Lado,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,267744.0,2415179.72
6986,2009,Senhores do Vento,Documentário,Brasil,Brasileira,Youle Filmes,Distribuição Nacional,19.0,186.0
6987,2009,Sete Vidas,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,760304.0,6536613.0
6988,2009,Sex Drive: Rumo ao Sexo,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,44548.0,336825.66
6989,2009,Sexta-Feira 13: Bem-Vindo a Crystal Lake,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,267339.0,2253858.0
6990,2009,Shortbus,Ficção,Estados Unidos,Estrangeira,Filmes da Mostra,Distribuição Nacional,2342.0,18819.5
6991,2009,Sim Senhor,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,1376092.0,11546965.0
6992,2009,Simonal - Ninguém Sabe o Duro que Dei,Documentário,Brasil,Brasileira,Moviemobz/RioFilme,Distribuição Nacional,71055.0,689003.21
6993,2009,Simplesmente Feliz,Ficção,Inglaterra,Estrangeira,Imagem,Distribuição Nacional,59647.0,525441.53
6994,2009,Sin City,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,106.0,464.0
6995,2009,"Sinédoque, Nova Iorque",Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,23516.0,214017.03
6996,2009,Sob a Mesma Lua,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,1734.0,10271.0
6997,2009,Sofá Cama,Ficção,Argentina,Estrangeira,Panda Filmes,Distribuição Nacional,579.0,3529.6
6998,2009,Som e Fúria,Ficção,Brasil,Brasileira,O2 Cinema,Distribuição Nacional,591.0,3034.0
6999,2009,SOS Saúde,Documentário,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,218.0,763.0
7000,2009,Speed Racer,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,100.0,1072.0
7001,2009,Star Trek,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,396586.0,3736979.0
7002,2009,Stella,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,15013.0,132125.27
7003,2009,Substitutos,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,350853.0,3197956.0
7004,2009,Super-Herois - A Liga da Injustiça,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,182.0,749.0
7005,2009,Surpresas do Amor,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,257960.0,2184983.64
7006,2009,Swimming pool - à beira da piscina,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,72.0,487.5
7007,2009,Tainá 2 - A Aventura Continua,Ficção,Brasil,Brasileira,Sony,Distribuição Internacional,2547.0,7641.0
7008,2009,Te Amarei para Sempre,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,282709.0,2483690.32
7009,2009,Tempos de Paz,Ficção,Brasil,Brasileira,Downtown,Distribuição Nacional,91732.0,787179.0
7010,2009,Terra,Documentário,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,23807.0,195091.5
7011,2009,Terra Sonâmbula,Ficção,Portugal,Estrangeira,Panda Filmes,Distribuição Nacional,613.0,5220.2
7012,2009,Terra Vermelha,Ficção,Brasil,Brasileira,Paris,Distribuição Nacional,3238.0,14678.17
7013,2009,Território Restrito,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,35812.0,312633.7
7014,2009,Terror na Antártida,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,83853.0,714321.0
7015,2009,The Rolling Stones: Shine a Light,Documentário,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,17.0,100.0
7016,2009,The Spirit - O Filme,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,102321.0,870408.0
7017,2009,Tinha que Ser Você,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,159870.0,1541754.26
7018,2009,Titãs - A Vida Até Parece uma Festa,Documentário,Brasil,Brasileira,Moviemobz,Distribuição Nacional,15211.0,144600.42
